embedding,labels
[0.38431373 0.2509804 0.78431374 Ellipsis 0.3137255 0.60784316 0.4862745],[  0  20 506]
[0.43529412 0.28235295 0.93333334 Ellipsis 1.0 0.73333335 0.01176471],[137 147]
[0.74509805 0.42745098 0.6784314 Ellipsis 0.39215687 0.76862746 0.7411765],[137 284 285]
[0.3647059 0.37254903 0.7607843 Ellipsis 0.0 0.0 0.0],[  0 525]
[0.0 1.0 0.25882354 Ellipsis 1.0 0.6156863 0.4862745],[292]
[0.75686276 0.3529412 0.53333336 Ellipsis 0.0627451 0.02745098 0.22352941],[137 462]
[0.5921569 0.7294118 0.3647059 Ellipsis 0.0 1.0 0.18431373],[  0 309]
[0.80784315 0.4862745 0.21568628 Ellipsis 0.8666667 0.0 0.42745098],[ 27 137 221]
[0.7921569 0.6862745 0.8509804 Ellipsis 0.0 0.62352943 0.65882355],[137 239 248]
[0.72156864 0.3372549 0.2901961 Ellipsis 0.42352942 0.38431373 1.0],[137 280]
[0.2901961 0.6392157 0.41568628 Ellipsis 0.23921569 1.0 1.0],[  0 420 507]
[0.39607844 0.4 0.73333335 Ellipsis 0.69411767 0.07058824 0.7529412],[  0 137 234 253 276]
[0.16862746 0.27450982 0.6901961 Ellipsis 0.16078432 1.0 0.56078434],[  0 414]
[0.7372549 0.59607846 0.8117647 Ellipsis 0.9764706 0.0 0.1764706],[ 27  28 137]
[0.22352941 0.31764707 0.6901961 Ellipsis 0.15294118 0.37254903 0.6156863],[ 0 72 73 74 80]
[0.64705884 0.30980393 0.8509804 Ellipsis 0.56078434 1.0 0.54509807],[290]
"[0.6784314  0.10588235 0.49411765 0.37254903 0.7607843  0.34901962
 0.2627451  0.60784316 0.6039216  0.63529414 0.5568628  0.26666668
 0.44313726 0.5882353  0.4392157  0.09803922 0.39215687 1.
 0.7921569  0.76862746 0.         0.69803923 0.36862746 0.85882354
 0.3137255  0.58431375 0.44313726 0.72156864 0.50980395 0.18039216
 0.7176471  0.4627451  0.4392157  0.27450982 0.65882355 0.53333336
 0.5411765  0.56078434 0.8117647  0.7137255  0.42745098 0.62352943
 0.26666668 0.5176471  0.49411765 0.52156866 0.5294118  0.4
 0.62352943 0.2784314  0.47843137 0.30980393 0.5764706  0.23921569
 0.3137255  0.7254902  0.3019608  0.5764706  0.40392157 0.5411765
 0.40784314 0.54509807 0.5803922  0.40392157 0.57254905 0.4745098
 0.3882353  0.5372549  0.45490196 0.57254905 0.4862745  0.4117647
 0.42745098 0.40784314 0.47058824 0.49411765 0.5176471  0.50980395
 0.3529412  0.49411765 0.5372549  0.56078434 0.42352942 0.5058824
 0.44313726 0.4745098  0.44313726 0.4627451  0.42352942 0.45882353
 0.53333336 0.5647059  0.4392157  0.5803922  0.4745098  0.5529412
 0.5411765  0.5254902  0.42745098 0.5764706  0.5058824  0.45490196
 0.5019608  0.5921569  0.49411765 0.5882353  0.4117647  0.42352942
 0.4392157  0.5058824  0.5411765  0.47843137 0.50980395 0.54901963
 0.4509804  0.4745098  0.4        0.49019608 0.44705883 0.45882353
 0.4745098  0.49411765 0.49411765 0.50980395 0.44705883 0.52156866
 0.50980395 0.73333335 0.34117648 0.42745098 0.40392157 0.47843137
 0.27058825 0.10588235 0.5529412  0.34509805 1.         0.54901963
 0.00784314 0.13725491 0.7058824  0.6156863  0.39215687 0.11372549
 0.654902   0.7529412  0.72156864 0.99607843 0.4509804  0.07843138
 0.91764706 1.         0.11764706 0.6784314  0.12941177 0.6431373
 0.33333334 0.60784316 0.26666668 1.         0.627451   0.5647059
 0.8392157  0.59607846 0.         0.10588235 0.09803922 0.18431373
 0.         0.83137256 0.9019608  0.654902   0.94509804 0.2784314
 0.8627451  0.59607846 0.68235296 0.06666667 0.14117648 0.8509804
 0.7607843  0.         0.93333334 1.         0.19607843 0.07450981
 0.         0.         0.6666667  0.9529412  1.         0.9019608
 0.         0.1764706  0.41960785 0.16862746 0.         0.32941177
 0.         1.         0.8235294  0.         0.39215687 0.72156864
 0.41568628 0.3529412  0.40784314 0.         0.3529412  0.15686275
 0.61960787 0.74509805 0.7607843  0.18039216 1.         0.
 0.9764706  0.08235294 0.1764706  0.22745098 0.08627451 0.29411766
 1.         0.         0.7647059  0.60784316 0.43529412 0.1882353
 0.00784314 1.         0.21176471 0.44705883 1.         0.
 0.5529412  1.         0.12941177 0.1254902  0.41568628 0.
 0.34117648 1.         0.         0.         0.1254902  0.6745098
 0.3764706  0.         0.6745098  0.         0.2        0.6509804
 1.         0.24313726 1.         0.         0.41960785 0.46666667
 0.49411765 0.34901962 0.50980395 0.1254902  0.6313726  0.28235295
 1.         0.6666667  0.10980392 0.2627451  0.6901961  0.6313726
 0.54901963 0.11372549 0.84705883 0.4862745  0.6901961  0.77254903
 0.53333336 0.5686275  0.9019608  0.49411765 0.3882353  0.6117647
 0.05882353 1.         0.31764707 0.31764707 0.45882353 0.49411765
 0.79607844 0.7137255  0.63529414 0.5921569  0.16862746 0.26666668
 0.04705882 0.654902   0.31764707 1.         0.31764707 0.3254902
 0.5176471  0.45882353 0.6313726  0.2509804  0.28627452 0.
 0.20392157 0.7882353  0.23529412 0.5921569  1.         1.
 0.8156863  0.50980395 0.29411766 0.         0.9019608  0.7019608
 0.96862745 0.8627451  0.         0.07450981 0.41568628 0.25882354
 0.         0.42352942 0.         0.92941177 0.4509804  0.3882353
 0.9372549  1.         0.5372549  0.63529414 0.3647059  0.6666667
 0.5686275  0.24313726 0.8666667  0.41960785 0.5568628  0.40784314
 0.7254902  0.08235294 0.4117647  0.44313726 0.8627451  0.80784315
 0.8509804  0.25490198 0.22352941 0.43529412 0.17254902 0.
 0.81960785 0.69411767 0.42352942 0.47843137 0.53333336 0.3882353
 0.20392157 0.25490198 0.8862745  0.8352941  0.45882353 0.6392157
 0.43137255 0.09411765 0.7647059  1.         0.5372549  0.38039216
 0.5019608  0.27450982 0.09019608 0.19607843 0.14509805 0.16470589
 0.         0.42745098 0.69803923 0.40784314 0.73333335 0.3254902
 0.29411766 0.40392157 0.5058824  0.3254902  0.5137255  0.08235294
 0.8117647  0.21568628 0.88235295 0.4509804  0.03137255 0.59607846
 1.         0.54901963 0.21568628 0.12941177 0.6745098  0.6431373
 0.3882353  0.9607843  0.6392157  0.5294118  0.6509804  0.5372549
 0.14901961 0.20784314 0.12156863 0.9843137  0.13333334 0.33333334
 0.7294118  0.7529412  0.75686276 0.2901961  0.47843137 1.
 0.11372549 0.         0.19607843 0.32156864 0.19607843 1.
 0.         0.         0.34509805 1.         0.42745098 0.5568628
 0.06666667 0.         0.         0.6901961  0.49803922 0.23921569
 0.8039216  0.73333335 0.6509804  0.32156864 0.3019608  0.45490196
 1.         0.5137255  0.8039216  0.30588236 0.         0.
 0.6509804  0.         0.         0.7294118  0.18039216 0.6117647
 1.         0.7921569  0.49019608 1.         0.5411765  0.
 0.77254903 0.         0.34117648 0.17254902 0.         0.827451
 0.5882353  0.24313726 1.         0.78039217 0.30588236 1.
 1.         0.52156866 0.53333336 0.38431373 0.24705882 0.40784314
 0.5254902  0.         0.69803923 0.627451   0.         0.70980394
 0.04313726 0.9372549  0.1764706  0.03529412 0.58431375 0.77254903
 0.3254902  0.20392157 0.50980395 0.5372549  0.40392157 0.8745098
 0.7176471  0.         0.         0.29803923 0.87058824 0.49803922
 0.81960785 0.         0.3529412  0.5803922  0.42352942 0.36862746
 0.8352941  0.28235295 0.40784314 0.46666667 0.6156863  0.3019608
 0.5568628  0.03137255 0.6431373  0.26666668 0.9372549  0.59607846
 0.1254902  0.3019608  0.77254903 0.50980395 0.7254902  0.15686275
 0.6745098  0.5803922  0.73333335 0.8666667  0.65882355 0.32941177
 0.72156864 0.4627451  0.27450982 0.6392157  0.         0.8745098
 0.11372549 0.4392157  0.50980395 0.6313726  0.7019608  0.41568628
 0.74509805 0.90588236 0.32156864 0.2784314  0.         0.63529414
 0.22745098 1.         0.07843138 0.02745098 0.5254902  0.39215687
 0.26666668 0.7607843  0.47843137 0.02352941 0.37254903 0.92941177
 0.6        0.6862745  1.         0.96862745 0.30588236 0.7372549
 0.30588236 0.         0.8117647  0.8627451  0.9019608  1.
 0.         0.         0.49019608 0.13333334 0.         0.1882353
 0.         0.7137255  0.44705883 0.26666668 0.47058824 0.9137255
 0.56078434 0.00392157 0.73333335 0.7372549  0.5921569  0.08235294
 0.37254903 0.7921569  0.7176471  0.10980392 0.7647059  0.23137255
 1.         0.67058825 0.8745098  0.4117647  0.41568628 0.38431373
 0.4627451  0.30588236 0.7882353  0.         0.5764706  0.7529412
 0.69411767 0.14117648 0.23137255 0.61960787 0.58431375 0.36078432
 1.         1.         0.9764706  0.8117647  0.28627452 0.2509804
 0.94509804 0.7490196  0.33333334 0.18431373 0.4509804  0.5058824
 0.5372549  0.5137255  0.42352942 0.36862746 0.00392157 0.5294118
 0.94509804 0.20392157 0.27450982 0.49019608 0.28627452 0.4745098
 0.6313726  0.29411766 0.62352943 0.16470589 0.9098039  0.26666668
 0.8901961  0.4627451  0.00784314 0.54901963 1.         0.50980395
 0.2627451  0.1254902  0.7921569  0.69803923 0.44705883 0.89411765
 0.78431374 0.5019608  0.5921569  0.47843137 0.28235295 0.32941177
 0.11372549 0.9882353  0.13333334 0.39215687 0.7137255  0.5058824
 0.57254905 0.39607844 0.87058824 1.         0.20784314 0.
 0.39215687 0.5254902  0.42745098 1.         0.         0.
 0.29803923 0.92156863 0.45490196 0.6392157  0.3254902  0.
 0.         0.67058825 0.20784314 0.5019608  0.78431374 0.81960785
 0.65882355 0.77254903 0.3019608  0.40392157 0.8509804  0.7019608
 0.65882355 0.5803922  0.14509805 0.         0.5921569  0.03921569
 0.         0.56078434 0.         0.5647059  1.         0.6039216
 0.29803923 1.         0.8        0.         0.5372549  0.3137255
 0.42745098 0.15686275 0.08627451 0.8117647  0.4745098  0.28627452
 1.         0.50980395 0.5176471  1.         0.88235295 0.7254902
 0.2        0.4392157  0.32941177 0.17254902 0.7921569  0.
 0.7921569  0.5137255  0.         0.38431373 0.13725491 0.87058824
 0.18039216 0.36078432 1.         0.7176471  0.5882353  0.
 0.05882353 0.5568628  0.39215687 0.9137255  0.78039217 0.
 0.         0.47058824 0.9372549  0.6862745  1.         0.
 0.         0.8745098  0.93333334 0.41960785 0.23921569 0.10196079
 0.34117648 0.54901963 0.43529412 0.30588236 0.53333336 0.14117648
 0.7058824  0.43137255 1.         0.6392157  0.         0.34509805
 0.84705883 0.7607843  0.4745098  0.50980395 0.7529412  0.34509805
 0.7176471  0.8352941  0.7137255  0.46666667 0.8980392  0.5137255
 0.03137255 0.8        0.08627451 0.75686276 0.57254905 0.60784316
 0.54509807 0.92156863 0.6509804  0.6901961  0.7176471  0.7607843
 0.         0.18039216 0.01176471 0.05098039 0.         0.96862745
 0.68235296 0.3647059  0.5647059  0.04705882 0.92941177 0.7019608
 0.4627451  0.23529412 0.         1.         1.         0.04705882
 0.91764706 1.         0.48235294 0.6039216  0.09803922 0.
 0.47058824 0.5686275  1.         0.5764706  0.         0.
 0.62352943 0.2        0.         0.8        0.         0.8156863
 0.827451   0.         0.5254902  0.9137255  0.6392157  0.
 0.5176471  0.         0.45490196 0.14901961 0.4627451  0.6862745
 0.8862745  0.         0.80784315 0.         0.654902   0.9019608
 0.9019608  0.1764706  0.43137255 0.6784314  0.5529412  0.
 0.25882354 1.         0.6745098  0.5882353  0.         0.627451
 0.48235294 0.34509805 1.         0.38431373 0.16078432 0.9647059
 0.         0.61960787 0.01176471 0.3372549  0.28235295 0.84313726
 0.13333334 0.         0.09803922 0.18039216 0.4745098  0.14509805
 0.         0.2        0.5803922  0.4745098  0.64705884 0.6862745
 1.         0.08235294]",[470]
[0.85490197 0.5019608 0.0 Ellipsis 0.72156864 0.48235294 0.72156864],[137 216 280]
[0.23137255 0.2784314 0.4745098 Ellipsis 0.0 0.36078432 0.7176471],[360]
[0.13725491 0.22352941 0.34117648 Ellipsis 1.0 1.0 0.8666667],[  0 384 386]
[0.29803923 0.16078432 0.53333336 Ellipsis 0.09803922 0.84313726 0.8784314],[  0 137 389 391]
[0.5686275 0.7058824 0.5176471 Ellipsis 0.0 1.0 0.24313726],[152 153 155 157]
"[0.23529412 0.58431375 0.57254905 Ellipsis 0.73333335 0.53333336
 0.28627452]",[40]
[0.79607844 0.48235294 0.19215687 Ellipsis 1.0 0.95686275 1.0],[137 230 266]
[0.29803923 0.28235295 0.827451 Ellipsis 1.0 0.02352941 0.01568628],[364 365]
[0.0 0.61960787 0.52156866 Ellipsis 0.0 0.6431373 0.0],[111 112 113 126 127]
[0.23921569 0.3137255 0.7607843 Ellipsis 0.96862745 1.0 0.6156863],[185 197]
[0.5921569 0.3137255 0.4627451 Ellipsis 0.99215686 0.62352943 0.8627451],[  0 137 354 359 360]
[0.0 0.60784316 0.4 Ellipsis 0.92156863 0.6784314 1.0],[  0 378]
[0.7411765 0.34509805 0.4627451 Ellipsis 0.3764706 0.6901961 0.2901961],[152 153 154]
[0.5294118 0.21960784 0.5686275 Ellipsis 0.68235296 0.57254905 0.0],[314]
"[0.40392157 0.22352941 0.49019608 0.34901962 0.3019608  0.3019608
 0.9254902  0.6039216  0.61960787 0.27450982 0.29803923 0.39607844
 0.6901961  0.47843137 0.3764706  0.5764706  0.28235295 0.7607843
 0.3372549  0.7490196  0.28235295 0.68235296 1.         0.54901963
 0.23137255 0.23137255 0.         0.         1.         0.
 0.02745098 0.7058824  0.7137255  0.70980394 0.80784315 0.5764706
 0.         0.16470589 0.23529412 0.6666667  0.8117647  0.29803923
 0.39607844 1.         0.         0.         0.         1.
 0.36862746 0.8        0.3882353  0.         0.48235294 0.13333334
 0.08627451 0.43137255 0.39607844 0.64705884 0.14509805 0.2509804
 0.5568628  0.         1.         0.74509805 0.40392157 0.6313726
 0.         0.30588236 0.44705883 0.7137255  0.8039216  0.54901963
 0.7490196  1.         0.09411765 0.16078432 0.         0.8627451
 1.         0.         0.5764706  0.7882353  0.85490197 1.
 0.42352942 0.         0.22745098 0.9254902  0.92941177 0.7411765
 1.         0.5529412  0.03137255 0.08235294 1.         0.6627451
 0.59607846 0.         0.         0.7019608  0.49803922 0.9098039
 0.         0.44313726 1.         0.1764706  0.74509805 1.
 0.         1.         0.         0.4        0.34117648 0.25882354
 0.         0.7921569  0.44313726 0.4509804  0.24313726 0.2784314
 0.         1.         1.         0.9764706  0.91764706 0.4862745
 0.40784314 0.         0.45490196 0.29411766 0.3764706  0.5764706
 0.37254903 0.         0.5137255  0.35686275 0.56078434 0.2901961
 0.54509807 0.6039216  0.46666667 0.41568628 0.6901961  0.84313726
 0.5411765  0.5137255  0.47058824 0.5137255  0.6117647  0.9254902
 0.4117647  0.5372549  0.21960784 0.8039216  0.3372549  0.22352941
 1.         0.83137256 0.24705882 0.8627451  0.03921569 0.5058824
 0.6        0.05098039 0.8235294  0.15294118 0.7294118  0.7372549
 0.8980392  0.12941177 0.60784316 0.7411765  0.32156864 0.59607846
 0.6313726  0.6627451  0.8352941  0.5058824  0.         0.49803922
 0.45490196 0.4509804  0.1882353  0.11372549 0.6117647  0.8039216
 0.05882353 0.         0.67058825 0.1882353  0.3647059  0.69411767
 0.30980393 0.79607844 0.50980395 0.30588236 0.1254902  0.83137256
 0.         0.8235294  0.         0.3019608  0.47843137 0.4862745
 0.1882353  0.3529412  0.44705883 0.02352941 0.73333335 1.
 0.29411766 0.3529412  0.654902   0.6117647  0.67058825 0.6901961
 0.01568628 0.         0.5137255  0.4117647  0.18431373 0.53333336
 0.11372549 0.58431375 0.58431375 0.         0.42745098 1.
 0.27058825 1.         0.9490196  0.5803922  0.65882355 0.
 0.03921569 0.78039217 0.3254902  0.5254902  0.6156863  0.26666668
 1.         0.5019608  0.56078434 1.         0.41568628 0.47843137
 0.6666667  0.17254902 0.28627452 0.7058824  0.34901962 0.8352941
 0.49411765 1.         0.6392157  1.         0.34117648 0.24705882
 0.5372549  0.27058825 0.57254905 0.16862746 0.5921569  0.4862745
 0.69411767 0.67058825 0.60784316 0.6        0.62352943 0.6509804
 0.40784314 0.17254902 0.6156863  0.5372549  0.4745098  0.7058824
 0.69411767 0.43529412 0.58431375 0.42352942 0.47058824 0.7137255
 0.26666668 0.42352942 0.7764706  0.48235294 0.         0.5568628
 0.6039216  0.41960785 0.79607844 0.27450982 0.5921569  0.34901962
 0.5137255  0.627451   0.91764706 0.7490196  0.23921569 0.31764707
 0.12156863 0.3764706  0.10196079 0.5058824  0.45882353 0.3882353
 0.7372549  0.19607843 0.03529412 0.62352943 0.61960787 0.27058825
 0.3529412  0.7647059  0.11764706 0.4745098  0.654902   0.24705882
 0.07058824 0.49803922 0.7490196  0.6156863  0.34901962 0.23529412
 0.6117647  0.5686275  0.07450981 0.5686275  0.65882355 1.
 0.27450982 0.6509804  0.         0.85490197 0.8627451  0.68235296
 0.46666667 0.16078432 0.5137255  0.5764706  0.30980393 0.47843137
 0.1882353  0.7490196  0.6627451  0.5882353  0.5529412  0.827451
 0.7176471  0.49803922 0.49803922 0.21176471 0.43529412 0.45882353
 0.         0.7921569  0.84313726 0.7882353  0.28235295 0.3372549
 0.53333336 0.19607843 0.5921569  0.6        0.34509805 0.7490196
 0.75686276 0.6666667  0.5411765  0.80784315 0.01568628 0.25882354
 0.5254902  0.5529412  0.3137255  0.63529414 0.6392157  0.6784314
 0.42745098 0.11372549 0.3254902  0.46666667 0.18039216 0.76862746
 0.4627451  0.09803922 0.5764706  0.42352942 0.47843137 0.4627451
 0.2509804  0.654902   0.5568628  0.6627451  0.5882353  0.24705882
 0.5529412  0.69803923 0.4509804  0.4862745  0.21176471 0.8
 0.6431373  0.4745098  0.1254902  0.39215687 0.6039216  0.7254902
 0.4392157  0.5686275  0.49803922 0.31764707 0.68235296 0.89411765
 0.1882353  0.6392157  0.38431373 0.50980395 0.9254902  0.50980395
 0.2627451  0.44705883 0.13725491 0.09411765 0.7137255  0.65882355
 0.69803923 0.6392157  0.54901963 0.7176471  0.4509804  0.6784314
 0.7607843  0.2901961  0.38039216 0.58431375 0.5764706  0.68235296
 0.6392157  0.54901963 0.8        0.07450981 0.3647059  0.3254902
 0.81960785 0.80784315 0.85490197 0.6431373  0.67058825 0.24313726
 0.7607843  0.39607844 0.5764706  0.53333336 0.4117647  0.84705883
 0.47058824 0.5411765  0.5294118  0.38431373 0.3019608  0.59607846
 0.84313726 0.         0.02745098 0.36862746 0.72156864 0.81960785
 0.5568628  0.7411765  0.47058824 0.14509805 0.8862745  1.
 0.16078432 0.8352941  0.15686275 0.7372549  1.         0.18431373
 0.7019608  0.64705884 0.40784314 0.25490198 0.6862745  1.
 0.53333336 0.47058824 1.         0.16470589 0.56078434 0.56078434
 0.10196079 0.6039216  0.89411765 0.22352941 0.6509804  0.40392157
 0.42352942 0.29803923 0.5882353  0.56078434 0.5921569  0.45882353
 0.16078432 0.54901963 1.         0.4745098  0.6745098  0.5411765
 0.40392157 0.49803922]",[468]
[0.23921569 0.25882354 0.8117647 Ellipsis 1.0 1.0 0.9647059],[  0   3 361 506]
[0.0 0.8627451 0.32941177 Ellipsis 0.5803922 0.16470589 0.33333334],[403]
[0.16862746 0.627451 0.8 Ellipsis 0.23921569 0.47058824 0.5372549],[ 0 72 73 81 85]
[0.18039216 0.5568628 0.3647059 Ellipsis 0.11764706 0.7019608 0.4],[379]
[0.26666668 0.3882353 0.49411765 Ellipsis 0.9529412 1.0 1.0],[ 0 51]
[0.89411765 0.46666667 0.30588236 Ellipsis 0.3529412 0.7372549 1.0],[137 228]
[0.1764706 0.2901961 0.7019608 Ellipsis 0.38431373 0.8666667 1.0],[126 129 131]
[0.70980394 0.23921569 0.3019608 Ellipsis 0.62352943 0.6431373 0.8666667],[137 169]
[0.7372549 0.3254902 0.3372549 Ellipsis 0.3254902 0.42745098 0.23921569],[137 251 265 279]
[0.0 0.5647059 0.4509804 Ellipsis 0.42745098 0.4 0.22745098],[  0 479 506]
[0.36078432 0.14117648 0.67058825 Ellipsis 0.5019608 0.0 0.76862746],[  0 389 394]
[0.78431374 0.40784314 0.5647059 Ellipsis 0.44705883 0.45490196 0.48235294],[137 279]
[0.3254902 0.42745098 0.5372549 Ellipsis 0.04705882 0.7058824 0.0],[137 447]
[0.2 0.5686275 0.4392157 Ellipsis 0.52156866 0.50980395 0.73333335],[ 72 117 118]
[0.8509804 0.6 0.03137255 Ellipsis 1.0 0.0 0.05490196],[137 232]
[0.1882353 0.8509804 0.0 Ellipsis 0.0 1.0 0.0],[300 307 493]
[0.7254902 0.36078432 0.34117648 Ellipsis 0.7137255 0.44313726 0.89411765],[137 272]
[0.5568628 0.6509804 0.7882353 Ellipsis 0.32941177 0.54509807 0.0],[ 35 137]
[0.6666667 0.23529412 0.47058824 Ellipsis 0.0 0.02745098 0.5058824],[137 213]
[0.05098039 1.0 0.0 Ellipsis 0.32156864 0.7411765 0.6117647],[300 326 343 352 509 523]
[0.5294118 0.30980393 0.5019608 Ellipsis 1.0 0.11764706 0.08235294],[501]
[0.3529412 0.2627451 0.5921569 Ellipsis 0.58431375 0.26666668 0.3647059],[ 84 134]
[0.7490196 0.47058824 0.75686276 Ellipsis 0.72156864 0.4509804 0.35686275],[137 138 139 140 141 146]
[0.40784314 0.7647059 0.63529414 Ellipsis 0.03137255 0.49411765 0.0],[301 303]
[0.69411767 0.57254905 0.7294118 Ellipsis 1.0 0.9647059 0.23137255],[  0 137 138 139 140 142 143 146]
[0.63529414 0.19607843 0.34901962 Ellipsis 0.3764706 0.41960785 0.3529412],[505]
[0.7490196 0.49411765 0.68235296 Ellipsis 0.4392157 0.72156864 0.84705883],[  0 137 148]
[0.29803923 0.22352941 0.76862746 Ellipsis 0.9529412 0.54509807 0.01568628],[ 0  3 41]
[0.2509804 0.3529412 0.62352943 Ellipsis 0.37254903 0.42352942 0.5411765],[  0  72  73  81 450]
[0.79607844 0.43529412 0.7607843 Ellipsis 0.2509804 0.0 0.5058824],[2]
